Year,Prosper Rating (Letter),Estimated Return
2012,HR,0.1246
2010,E,0.0819
2013,C,0.1133
2013,B,0.0878
2010,D,0.1628
2013,B,0.1001
2010,B,0.0862
2013,B,0.08321
2013,E,0.1093
2013,HR,0.10663
2013,B,0.08154
2012,HR,0.1271
2013,C,0.1115
2013,C,0.08473
2012,HR,0.1246
2009,A,0.0638
2011,HR,0.1148
2013,C,0.1003
2011,E,0.1201
2012,C,0.1014
2011,D,0.1317
2012,A,0.101
2013,B,0.11
2013,C,0.0975
2012,A,0.0517
2011,A,0.0672
2012,HR,0.1246
2013,C,0.08529
2013,B,0.08321
2013,A,0.0691
2011,E,0.1487
2012,A,0.0662
2011,E,0.1487
2013,B,0.07689
2013,C,0.095
2012,B,0.0838
2013,C,0.08027
2010,C,0.1191
2012,B,0.128
2012,E,0.1263
2013,C,0.1091
2013,AA,0.0532
2011,B,0.0878
2012,D,0.1145
2012,HR,0.1246
2013,E,0.115
2012,C,0.142
2012,E,0.1587
2010,A,0.0621
2013,B,0.08004
2013,D,0.09066
2012,HR,0.1124
2011,D,0.1414
2013,A,0.0691
2011,A,0.0905
2011,E,0.1487
2013,AA,0.053
2010,C,0.1103
2012,HR,0.1246
2012,B,0.1389
2013,C,0.1053
2013,B,0.08154
2012,C,0.1014
2011,AA,0.037
2012,HR,0.1246
2012,C,0.0941
2012,AA,0.0549
2011,D,0.1357
2012,C,0.0941
2013,B,0.07344
2011,D,0.128
2011,HR,0.12
2013,C,0.1133
2013,A,0.06968
2013,B,0.08268
2013,B,0.1001
2010,A,0.0548
2011,D,0.128
2013,B,0.08321
2013,E,0.1093
2012,B,0.112
2011,A,0.0766
2012,E,0.1352
2011,D,0.1414
2013,C,0.1152
2012,D,0.1295
2011,D,0.1243
2012,C,0.0922
2011,D,0.1414
2011,D,0.1755
2013,HR,0.11348
2012,D,0.1039
2010,AA,0.068
2013,A,0.06663
2012,HR,0.1221
2009,A,0.0567
2012,E,0.1588
2013,C,0.08627
2012,C,0.0548
2011,C,0.1228
2011,D,0.128
2013,B,0.08215
2013,B,0.08215
2011,D,0.1317
2012,D,0.1123
2010,HR,0.1399
2013,B,0.0838
2009,C,0.1056
2013,E,0.10941
2010,HR,0.1399
2012,B,0.1195
2012,D,0.1189
2010,HR,0.0605
2013,E,0.10941
2013,A,0.06
2010,C,0.1122
2011,D,0.1317
2013,C,0.0912
2013,AA,0.0552
2013,E,0.10256
2013,C,0.1091
2009,A,0.0827
2013,D,0.1173
2012,D,0.1025
2009,A,0.082
2013,C,0.08728
2011,D,0.1414
2013,C,0.08473
2011,E,0.1561
2012,HR,0.1246
2013,B,0.07689
2013,B,0.08154
2012,C,0.1239
2011,D,0.1243
2013,C,0.08473
2012,AA,0.0776
2012,E,0.1257
2013,B,0.0963
2013,B,0.0818
2012,E,0.1256
2012,HR,0.1246
2013,E,0.10544
2012,B,0.1385
2012,C,0.0568
2010,A,0.0608
2013,A,0.06026
2010,D,0.156
2013,C,0.0984
2012,HR,0.1221
2011,D,0.1414
2013,B,0.08154
2013,D,0.09211
2013,A,0.07284
2011,HR,0.12
2013,E,0.10748
2012,C,0.1442
2012,C,0.1103
2012,C,0.1281
2013,C,0.1281
2013,B,0.07689
2013,B,0.1001
2013,B,0.07077
2012,B,0.1074
2012,C,0.1246
2013,A,0.0691
2011,HR,0.1267
2012,AA,0.055
2010,HR,-0.0673
2013,A,0.07284
2013,E,0.10941
2012,A,0.0178
2012,A,0.0911
2013,D,0.1025
2013,B,0.0905
2009,B,0.0876
2011,HR,0.0887
2013,AA,0.05298
2013,AA,0.04261
2013,A,0.0706
2013,AA,0.04261
2009,A,0.0926
2013,D,0.1199
2011,E,0.1439
2013,A,0.06968
2013,E,0.10423
2011,B,0.1074
2013,C,0.08728
2012,HR,0.1246
2011,AA,0.0599
2013,B,0.08268
2011,B,0.0963
2011,C,0.1122
2013,D,0.1025
2012,A,0.0623
2011,A,0.0588
2013,C,0.0898
2012,HR,0.1246
2010,HR,0.1399
2013,D,0.09167
2011,E,0.1487
2012,HR,0.1271
2012,B,0.1385
2010,HR,0.1299
2010,HR,0.1399
2011,B,0.1074
2012,A,0.0597
2013,C,0.08922
2013,B,0.07517
2013,D,0.1199
2013,C,0.1273
2013,D,0.1186
2013,D,0.08578
2012,D,0.1512
2013,C,0.1133
2012,E,0.115
2013,HR,0.11348
2013,B,0.0789
2012,C,0.0965
2013,C,0.1147
2013,D,0.099
2013,E,0.10423
2012,D,0.1495
2012,A,0.0842
2013,D,0.09066
2012,D,0.0575
2013,D,0.116
2013,E,0.10307
2013,E,0.10544
2011,D,0.1357
2012,D,0.1144
2011,D,0.1414
2013,D,0.09211
2012,HR,0.1246
2012,B,0.0416
2013,C,0.08724
2013,C,0.08524
2012,HR,0.1221
2013,HR,0.11116
2013,E,0.1093
2010,D,0.1341
2012,D,0.1145
2013,B,0.08154
2009,C,0.1108
2010,A,0.0374
2013,C,0.0965
2012,E,0.1276
2013,AA,0.051
2013,B,0.07689
2010,D,0.1504
2013,A,0.0631
2012,C,0.1029
2012,B,0.1385
2013,B,0.08215
2013,A,0.07078
2011,E,0.1487
2011,C,0.1206
2013,A,0.0603
2012,A,0.1222
2013,C,0.1053
2013,B,0.0818
2013,B,0.08268
2010,C,0.1502
2013,HR,0.11116
2011,A,0.0657
2013,C,0.08926
2013,D,0.09066
2010,A,0.0608
2013,B,0.0789
2010,A,0.0608
2012,E,0.1257
2011,C,0.144
2013,C,0.08728
2013,A,0.0631
2011,A,0.0642
2013,A,0.0728
2013,B,0.0905
2011,B,0.1076
2013,B,0.0943
2012,B,0.0935
2013,A,0.07284
2012,D,0.1511
2012,A,0.095
2011,HR,0.1267
2012,C,0.1492
2013,C,0.1133
2011,HR,0.1087
2013,AA,0.05047
2013,B,0.07408
2013,A,0.06663
2013,C,0.07766
2013,HR,0.1185
2013,B,0.08321
2009,C,0.1546
2013,B,0.0836
2012,A,0.0718
2012,A,0.0961
2013,B,0.07408
2013,C,0.0975
2013,C,0.08724
2012,D,0.1144
2013,B,0.0861
2013,B,0.0876
2013,A,0.0782
2010,D,0.1264
2010,E,0.1843
2013,A,0.0691
2013,A,0.07487
2012,HR,0.1221
2013,E,0.1122
2012,HR,0.1246
2012,D,0.1166
2012,C,0.1442
2011,A,0.0905
2013,B,0.08209
2011,D,0.1414
2013,B,0.07408
2013,A,0.0749
2013,A,0.0728
2011,A,0.0965
2011,HR,0.0887
2013,B,0.08268
2011,A,0.0672
2013,E,0.1122
2010,B,0.0778
2013,D,0.1186
2011,E,0.1347
2013,B,0.08321
2013,A,0.0657
2011,B,0.0682
2011,D,0.1454
2013,E,0.1137
2011,C,0.1147
2012,A,0.0796
2012,C,0.1422
2013,C,0.08279
2012,D,0.1079
2013,C,0.1004
2013,C,0.08473
2012,C,0.1083
2010,B,0.0764
2011,E,0.1487
2009,D,0.1574
2011,E,0.1487
2013,B,0.08321
2010,HR,0.1399
2013,E,0.1093
2013,B,0.08215
2013,AA,0.0532
2013,C,0.08022
2012,B,0.1127
2013,A,0.0706
2013,AA,0.05298
2010,C,0.1011
2011,HR,0.1148
2013,D,0.09066
2012,A,0.0623
2013,C,0.0984
2011,A,0.0369
2013,D,0.1173
2013,B,0.07408
2011,B,0.1074
2011,AA,0.04
2010,D,0.1483
2012,B,0.0953
2009,HR,-0.0332
2012,D,0.155
2013,C,0.07923
2012,B,0.0926
2013,C,0.1101
2013,E,0.1122
2012,B,0.0806
2013,B,0.0789
2012,C,0.1103
2013,B,0.0836
2012,A,0.0567
2012,D,0.0586
2013,D,0.099
2013,D,0.1186
2013,C,0.0955
2009,E,0.1573
2012,HR,0.1246
2012,HR,0.1246
2013,B,0.08209
2011,B,0.0682
2013,A,0.0603
2013,A,0.0645
2012,HR,0.1271
2013,B,0.0818
2009,A,0.0722
2012,C,0.1442
2012,HR,0.1246
2013,D,0.09167
2013,D,0.099
2010,D,0.1504
2012,HR,0.1271
2012,C,0.1014
2013,B,0.0878
2010,AA,0.0545
2013,B,0.102
2012,HR,0.1174
2009,C,0.1498
2009,C,0.1416
2013,C,0.0999
2012,HR,0.1246
2010,HR,-0.0461
2013,A,0.06706
2012,E,0.1256
2011,E,0.14
2010,B,0.0796
2013,B,0.0876
2010,C,0.1128
2009,E,0.1768
2012,E,0.1352
2013,A,0.0691
2011,E,0.1487
2013,D,0.116
2012,HR,0.1246
2013,B,0.102
2011,E,0.1561
2013,E,0.10423
2012,HR,0.1246
2013,AA,0.051
2011,E,0.1487
2013,E,0.1137
2013,C,0.08529
2013,A,0.06081
2012,HR,0.1246
2013,C,0.07713
2011,E,0.1487
2013,C,0.08529
2012,D,0.1295
2010,A,0.0374
2011,D,0.1698
2012,A,0.0961
2010,D,0.1504
2011,HR,0.1246
2012,E,0.1168
2012,AA,0.0474
2011,C,0.1147
2012,C,0.0568
2013,A,0.0728
2011,C,0.144
2012,A,0.0597
2013,AA,0.046
2013,C,0.07824
2013,B,0.08215
2011,HR,0.1267
2011,D,0.1232
2011,E,0.1561
2013,C,0.08529
2013,HR,0.11348
2012,D,0.1295
2012,C,0.111
2013,B,0.0778
2013,B,0.0878
2013,C,0.1133
2012,D,0.1511
2013,B,0.08321
2010,E,0.1297
2012,B,0.1074
2012,D,0.1104
2013,D,0.123
2013,C,0.08284
2013,AA,0.0498
2013,D,0.1079
2012,C,0.0987
2012,D,0.1733
2012,C,0.0563
2012,A,0.06
2013,C,0.08524
2011,AA,0.0245
2013,B,0.08321
2011,A,0.0369
2013,E,0.10256
2013,AA,0.051
2012,AA,0.0399
2013,C,0.0955
2013,E,0.1093
2013,B,0.0697
2013,C,0.08421
2013,A,0.0748
2011,AA,0.0545
2013,B,0.07689
2010,C,0.0991
2012,B,0.0926
2013,D,0.08919
2011,B,0.0973
2012,A,0.0842
2012,C,0.1492
2012,A,0.0662
2010,E,0.1557
2012,C,0.1014
2013,C,0.07766
2013,C,0.08926
2013,B,0.0861
2013,B,0.0789
2013,E,0.09858
2013,D,0.1039
2011,B,0.0782
2013,A,0.0728
2010,HR,0.1399
2013,D,0.1012
2011,D,0.136
2011,A,0.0766
2012,A,0.0567
2013,B,0.0878
2012,E,0.1263
2013,E,0.125
2013,D,0.1186
2012,HR,0.1246
2009,D,0.1472
2013,B,0.0789
2011,HR,0.1148
2012,A,0.0657
2009,E,0.1372
2011,C,0.1147
2012,B,0.115
2010,A,0.0608
2013,C,0.0975
2009,D,0.1477
2013,E,0.1107
2013,B,0.08268
2013,C,0.1115
2011,D,0.1243
2012,HR,0.1246
2013,C,0.08473
2011,HR,0.1267
2013,C,0.08872
2013,E,0.10423
2011,D,0.1414
2012,D,0.1145
2013,D,0.1173
2013,D,0.08578
2012,B,0.1214
2013,C,0.08724
2012,A,0.1115
2012,D,0.1144
2009,A,0.0986
2011,D,0.1317
2011,E,0.1487
2010,AA,0.058
2013,A,0.0691
2013,A,0.0645
2011,HR,0.1087
2013,E,0.1107
2011,C,0.1172
2013,E,0.10256
2013,B,0.08209
2010,E,0.0917
2012,HR,0.1246
2012,E,0.1276
2013,C,0.1133
2012,A,0.0631
2012,C,0.0912
2012,C,0.1442
2011,B,0.1074
2013,D,0.1012
2013,B,0.0878
2011,C,0.1147
2012,HR,0.1171
2012,HR,0.1246
2013,A,0.0691
2012,E,0.1137
2013,A,0.06706
2012,HR,0.1174
2013,A,0.0691
2010,HR,0.1024
2011,B,0.0878
2012,A,0.0842
2013,A,0.0603
2012,D,0.1144
2013,A,0.06968
2010,D,0.1504
2012,HR,0.1246
2011,B,0.1074
2011,D,0.1357
2012,HR,0.1246
2013,E,0.10423
2011,D,0.1243
2012,HR,0.1246
2013,A,0.0645
2013,E,0.125
2013,B,0.08215
2012,E,0.1257
2013,E,0.1093
2012,C,0.1492
2012,HR,0.1246
2011,B,0.1074
2013,C,0.08922
2012,D,0.1295
2011,AA,0.04
2013,D,0.1039
2013,E,0.1237
2013,B,0.08209
2013,C,0.1053
2013,B,0.0858
2013,C,0.0999
2009,A,0.1319
2012,C,0.1479
2011,D,0.128
2011,B,0.1074
2013,C,0.08172
2011,E,0.1487
2012,C,0.1442
2013,A,0.0631
2013,B,0.0778
2013,C,0.0922
2011,A,0.0666
2012,E,0.1588
2011,A,0.0666
2012,D,0.1166
2010,E,0.1286
2013,C,0.07824
2012,HR,0.1246
2012,HR,0.1221
2010,HR,0.0959
2013,D,0.1039
2013,C,0.08529
2013,C,0.07824
2013,C,0.0984
2011,D,0.1414
2013,C,0.1044
2012,C,0.1459
2010,D,0.1463
2009,C,0.1021
2012,B,0.0531
2012,C,0.1442
2013,C,0.08926
2011,B,0.0976
2013,C,0.0955
2013,C,0.1115
2012,C,0.142
2013,D,0.123
2013,C,0.08872
2010,AA,0.0528
2013,D,0.1025
2011,E,0.1371
2013,D,0.09512
2010,E,0.1761
2011,A,0.0771
2013,A,0.06462
2012,C,0.1062
2011,E,0.1561
2013,C,0.08724
2012,HR,0.1271
2013,B,0.0888
2012,C,0.1103
2012,HR,0.1246
2013,B,0.0876
2011,B,0.1074
2013,AA,0.04529
2013,B,0.08004
2010,B,0.0585
2012,B,0.1141
2013,B,0.07689
2013,A,0.06663
2012,E,0.1276
2011,C,0.0936
2013,AA,0.05047
2013,D,0.099
2013,E,0.1241
2009,AA,0.07
2012,E,0.1256
2013,AA,0.0552
2013,C,0.08922
2011,D,0.1454
2011,B,0.1074
2012,E,0.1363
2011,E,0.1487
2013,D,0.09609
2011,D,0.1068
2012,D,0.1145
2011,D,0.1243
2013,A,0.0997
2009,HR,0.1399
2013,A,0.05879
2013,C,0.08421
2010,D,0.1463
2012,D,0.155
2012,B,0.0953
2013,B,0.08004
2013,A,0.06968
2013,C,0.07819
2013,B,0.0878
2009,C,0.1011
2010,A,0.0608
2013,C,0.0965
2013,C,0.0564
2013,A,0.06968
2013,E,0.1137
2013,C,0.1101
2013,HR,0.1185
2013,E,0.0962
2013,C,0.095
2013,HR,0.1185
2010,HR,0.1369
2012,A,0.0597
2012,C,0.1459
2013,D,0.1039
2010,A,0.0608
2013,D,0.099
2009,C,0.1216
2011,D,0.1317
2012,D,0.1281
2011,D,0.1317
2013,HR,0.1185
2011,B,0.078
2013,B,0.0876
2013,C,0.0975
2013,B,0.0789
2013,E,0.1122
2012,B,0.112
2009,AA,0.056
2013,B,0.0943
2013,B,0.0943
2013,E,0.1122
2011,D,0.1414
2010,B,0.0724
2011,HR,0.12
2011,E,0.1487
2013,C,0.0965
2011,B,0.1074
2013,C,0.08022
2011,D,0.1232
2013,B,0.0818
2012,B,0.115
2012,A,0.0597
2011,B,0.0963
2013,D,0.1065
2012,HR,0.1246
2012,A,0.1115
2013,A,0.06081
2011,AA,0.0903
2013,AA,0.0466
2013,AA,0.04806
2013,B,0.102
2012,B,0.1385
2012,D,0.1511
2013,B,0.08321
2011,D,0.1414
2012,B,0.0924
2013,C,0.1115
2011,D,0.1363
2012,C,0.1442
2013,B,0.0836
2013,A,0.0748
2011,B,0.0878
2012,A,0.101
2013,C,0.0898
2013,C,0.08284
2012,D,0.1039
2013,D,0.1012
2012,A,0.0567
2011,D,0.1755
2011,A,0.0503
2012,B,0.1272
2012,HR,0.1124
2012,C,0.142
2013,C,0.08524
2013,C,0.1152
2013,B,0.07192
2010,A,0.0608
2013,D,0.1051
2013,A,0.0782
2010,C,0.0908
2010,AA,0.0475
2013,E,0.09737
2012,AA,0.071
2011,B,0.1074
2012,HR,0.1246
2012,B,0.112
2010,E,0.1761
2012,D,0.1132
2013,D,0.1079
2011,A,0.0423
2012,HR,0.1246
2013,AA,0.0532
2011,A,0.0807
2013,AA,0.04529
2013,E,0.1093
2013,A,0.06462
2013,D,0.09512
2012,E,0.1587
2013,A,0.06706
2012,E,0.0959
2013,A,0.0728
2013,D,0.1079
2012,D,0.1495
2011,B,0.0963
2010,D,0.1504
2012,HR,0.1124
2013,C,0.08926
2013,E,0.10941
2010,D,0.1438
2010,D,0.1463
2011,B,0.09
2013,B,0.0943
2013,A,0.0631
2012,HR,0.1246
2013,A,0.0706
2009,A,0.0682
2011,B,0.0976
2013,B,0.08321
2012,C,0.1492
2013,C,0.08724
2011,D,0.1357
2012,D,0.1079
2011,C,0.1124
2013,C,0.08279
2011,D,0.1317
2012,AA,0.0449
2013,E,0.1122
2013,C,0.08728
2011,HR,0.1246
2013,E,0.1137
2013,C,0.08976
2013,C,0.1101
2010,B,0.0778
2013,C,0.07824
2013,C,0.0984
2013,D,0.09066
2010,A,0.0708
2013,HR,0.1185
2013,B,0.119
2013,A,0.0997
2011,HR,0.1148
2012,AA,0.0381
2013,HR,0.1185
2012,C,0.1442
2013,C,0.0898
2013,B,0.07689
2012,A,0.0597
2013,A,0.0631
2011,D,0.1243
2010,C,0.1319
2012,B,0.0926
2012,C,0.1062
2011,AA,0.0599
2011,AA,0.0604
2013,A,0.06499
2013,B,0.1178
2013,D,0.09211
2011,E,0.1487
2013,D,0.09609
2013,C,0.0975
2013,D,0.09512
2013,C,0.0898
2011,E,0.14
2013,C,0.07824
2012,C,0.1083
2013,B,0.0836
2010,D,0.1356
2011,E,0.0982
2012,D,0.1025
2011,A,0.0671
2009,D,0.1472
2011,B,0.1173
2012,A,0.0796
2013,C,0.08926
2013,C,0.1091
2012,C,0.1014
2013,AA,0.04929
2012,HR,0.1124
2013,D,0.1039
2011,E,0.1487
2012,HR,0.1246
2012,AA,0.0449
2010,HR,0.1369
2013,B,0.0876
2012,HR,0.1271
2010,E,0.1761
2013,D,0.1065
2013,C,0.1133
2013,D,0.09609
2013,B,0.0836
2009,AA,0.0555
2011,D,0.1755
2013,C,0.1004
2012,B,0.0541
2011,D,0.1317
2013,AA,0.0425
2013,A,0.0706
2011,HR,0.1267
2011,C,0.0985
2013,B,0.0778
2011,AA,0.0331
2013,C,0.08926
2011,E,0.1487
2011,E,0.1439
2013,B,0.0778
2011,A,0.0905
2010,B,0.0724
2013,D,0.08821
2013,E,0.1241
2010,E,0.0917
2013,C,0.0984
2013,D,0.0927
2009,AA,0.056
2013,D,0.1039
2011,C,0.0985
2013,D,0.1065
2012,B,0.0778
2012,HR,0.1124
2011,E,0.1487
2012,E,0.1352
2010,HR,-0.0053
2013,D,0.1065
2012,AA,0.0871
2011,E,0.1487
2011,C,0.0985
2013,B,0.07517
2012,AA,0.0782
2011,HR,0.1148
2011,A,0.0965
2011,E,0.1487
2012,B,0.0953
2011,B,0.0731
2012,B,0.0935
2009,C,0.1211
2013,D,0.08821
2010,E,0.1773
2013,D,0.123
2013,A,0.06968
2009,D,0.1113
2013,D,0.1065
2010,C,0.0413
2012,B,0.0761
2012,B,0.09
2013,E,0.09858
2012,A,0.0961
2011,A,0.0438
2012,HR,0.1271
2011,D,0.1317
2013,C,0.08027
2013,C,0.08529
2010,D,0.1434
2013,C,0.1003
2013,D,0.1199
2013,E,0.09858
2012,C,0.0973
2012,D,0.1494
2012,C,0.0984
2009,A,0.0727
2010,A,0.0725
2013,B,0.08215
2012,HR,0.1246
2012,D,0.1065
2012,HR,0.1246
2013,C,0.07766
2013,C,0.1124
2012,C,0.0597
2012,C,0.1103
2013,C,0.0955
2012,D,0.1511
2012,HR,0.1271
2010,D,0.1504
2011,D,0.1317
2013,C,0.0965
2012,C,0.111
2013,C,0.08724
2012,HR,0.1174
2013,E,0.10941
2013,C,0.08724
2010,C,0.078
2013,D,0.1199
2010,HR,0.1369
2012,B,0.115
2011,C,0.0985
2013,D,0.116
2012,A,0.0623
2012,HR,0.12
2012,HR,0.1271
2013,A,0.06499
2009,A,0.0688
2010,A,0.0524
2011,D,0.128
2013,B,0.08154
2012,E,0.1371
2013,E,0.1107
2013,C,0.1133
2010,AA,0.055
2012,C,0.111
2013,C,0.0999
2012,C,0.111
2013,E,0.115
2012,HR,0.1221
2013,C,0.08922
2010,HR,0.1369
2013,C,0.08421
2012,E,0.0644
2013,C,0.08284
2010,A,0.0662
2012,D,0.155
2013,C,0.0912
2011,E,0.1561
2013,E,0.1345
2013,A,0.0749
2013,C,0.0984
2013,C,0.1152
2013,B,0.07408
2013,B,0.102
2012,HR,0.1246
2012,D,0.1079
2013,C,0.1133
2011,B,0.1025
2013,D,0.1079
2011,B,0.1074
2013,D,0.1079
2010,D,0.0719
2012,C,0.0589
2012,D,0.1487
2013,AA,0.0532
2013,AA,0.04231
2013,AA,0.04656
2011,AA,0.04
2011,D,0.1357
2013,D,0.099
2010,AA,0.055
2012,B,0.0888
2012,HR,0.1174
2012,HR,0.1271
2013,A,0.06663
2013,C,0.1044
2011,C,0.1147
2012,D,0.1145
2013,E,0.1107
2013,C,0.08529
2012,A,0.108
2013,C,0.0898
2013,B,0.0836
2012,E,0.1256
2010,HR,-0.1304
2012,C,0.0563
2010,E,0.1557
2013,B,0.0836
2012,D,0.1512
2013,C,0.08529
2013,C,0.1124
2010,E,0.1768
2013,B,0.0861
2010,A,0.0608
2012,C,0.111
2010,D,0.156
2012,C,0.0563
2013,B,0.0868
2012,C,0.1014
2011,D,0.1414
2013,A,0.06968
2013,C,0.08529
2013,AA,0.04554
2012,HR,0.1246
2013,A,0.0727
2013,A,0.06
2012,C,0.1281
2009,A,0.0539
2013,AA,0.0552
2012,HR,0.12
2013,C,0.0941
2013,A,0.06
2013,B,0.0789
2013,E,0.10256
2013,D,0.09512
2013,A,0.06388
2013,A,0.05879
2013,C,0.08473
2013,C,0.08529
2012,E,0.1352
2012,C,0.0965
2013,D,0.1079
2012,C,0.111
2013,E,0.1241
2012,D,0.1166
2012,AA,0.0554
2013,C,0.0999
2011,D,0.1414
2011,E,0.1487
2013,E,0.1244
2010,HR,-0.0027
2013,B,0.0789
2012,C,0.1442
2011,A,0.0666
2012,HR,0.1246
2010,A,0.0608
2013,E,0.1107
2012,A,0.0749
2013,D,0.09167
2013,B,0.0697
2013,C,0.08872
2012,A,0.0597
2013,B,0.074
2011,E,0.1394
2012,HR,0.1246
2013,E,0.1093
2013,A,0.06
2013,D,0.1079
2013,C,0.08728
2012,HR,0.1246
2013,D,0.09066
2013,A,0.0645
2013,C,0.08284
2012,D,0.1039
2013,C,0.0975
2012,AA,0.0413
2013,B,0.074
2012,A,0.06
2013,A,0.07487
2011,C,0.1147
2012,C,0.111
2010,B,0.0796
2013,A,0.0691
2013,D,0.1186
2013,A,0.0782
2013,HR,0.1185
2012,A,0.0749
2012,AA,0.0565
2012,C,0.1062
2013,B,0.0836
2013,B,0.1001
2013,AA,0.0466
2011,HR,0.1267
2011,AA,0.0604
2012,A,0.06
2012,D,0.1511
2011,E,0.1487
2013,C,0.07923
2012,E,0.1256
2011,E,0.1439
2013,A,0.06153
2012,B,0.1385
2012,C,0.0984
2010,A,0.0608
2012,C,0.142
2012,B,0.0803
2012,AA,0.0542
2012,D,0.1495
2013,B,0.0861
2012,C,0.111
2013,C,0.08724
2013,C,0.08421
2013,D,0.1025
2013,B,0.0905
2012,D,0.115
2013,AA,0.0547
2013,C,0.1003
2013,E,0.09858
2012,D,0.1511
2012,D,0.115
2011,D,0.1649
2013,E,0.1241
2013,D,0.1051
2013,B,0.0697
2011,E,0.1439
2012,B,0.0862
2013,E,0.1107
2010,AA,0.0545
2012,HR,0.1246
2013,A,0.0748
2011,A,0.0807
2011,D,0.1243
2011,AA,0.0395
2011,D,0.1243
2012,B,0.0843
2010,HR,-0.0224
2013,A,0.0748
2012,HR,0.1246
2013,A,0.06
2013,B,0.0878
2012,HR,0.1246
2012,E,0.1257
2012,B,0.1316
2013,E,0.09858
2013,C,0.1053
2012,B,0.09
2009,A,0.1383
2013,D,0.1173
2009,AA,0.069
2012,AA,0.0549
2012,A,0.0623
2013,A,0.06081
2012,B,0.0953
2013,A,0.06663
2011,D,0.127
2013,B,0.0838
2012,D,0.1202
2013,D,0.116
2012,E,0.115
2012,E,0.1363
2011,D,0.1414
2011,D,0.1454
2013,E,0.1241
2013,A,0.07284
2013,C,0.0984
2013,AA,0.0532
2013,B,0.0697
2009,C,0.1011
2012,HR,0.1271
2013,C,0.0984
2013,B,0.08215
2009,A,0.1483
2010,AA,0.0545
2011,D,0.1243
2013,D,0.09066
2013,B,0.08215
2013,C,0.1091
2011,E,0.1201
2012,D,0.131
2012,HR,0.1246
2011,AA,0.04
2013,C,0.0999
2013,D,0.09167
2013,C,0.0965
2013,E,0.10544
2012,HR,0.1246
2012,C,0.111
2011,D,0.1317
2012,B,0.0761
2011,B,0.09
2012,E,0.1354
2013,B,0.08209
2010,HR,0.005
2013,A,0.06
2012,HR,0.1246
2011,AA,0.0599
2013,B,0.07077
2010,HR,0.0143
2010,A,0.0608
2012,C,0.1014
2013,C,0.0984
2010,A,0.0608
2013,C,0.1115
2012,B,0.1385
2013,E,0.1122
2013,C,0.0999
2013,A,0.0691
2013,A,0.06
2013,B,0.0905
2012,HR,0.1246
2013,D,0.099
2012,C,0.1003
2012,HR,0.1271
2011,E,0.143
2010,AA,0.057
2013,B,0.08004
2011,E,0.1537
2013,C,0.0984
2012,AA,0.0565
2013,B,0.0905
2012,D,0.115
2013,D,0.1186
2013,A,0.0657
2012,A,0.0517
2013,D,0.1173
2013,B,0.08215
2011,D,0.1414
2012,A,0.101
2013,D,0.1079
2013,B,0.0697
2013,AA,0.05298
2013,C,0.08529
2013,D,0.1051
2013,A,0.06663
2012,HR,0.1271
2013,B,0.07517
2013,A,0.0631
2012,A,0.101
2012,B,0.128
2012,AA,0.0565
2013,A,0.06663
2012,HR,0.1174
2013,B,0.0905
2013,C,0.1091
2013,B,0.0868
2013,C,0.1133
2012,E,0.1374
2013,E,0.1241
2013,E,0.10256
2011,B,0.0914
2013,A,0.06499
2013,C,0.08227
2012,AA,0.0884
2011,C,0.144
2013,AA,0.04929
2013,C,0.1091
2013,B,0.08321
2012,C,0.1422
2013,B,0.074
2013,A,0.0728
2012,A,0.0749
2010,C,0.1271
2012,B,0.115
2010,C,0.1196
2013,AA,0.0532
2012,HR,0.1246
2011,E,0.1487
2013,E,0.115
2013,D,0.1079
2013,E,0.1107
2012,A,0.101
2011,HR,0.1087
2012,A,0.0842
2013,D,0.09167
2013,C,0.07819
2013,A,0.0728
2013,E,0.125
2013,D,0.1318
2013,B,0.0861
2012,E,0.1335
2013,D,0.09609
2013,D,0.116
2013,E,0.10941
2013,D,0.1051
2010,C,0.1196
2013,E,0.10102
2013,HR,0.11348
2013,AA,0.0388
2013,HR,0.11348
2013,A,0.07284
2010,AA,0.0595
2013,B,0.0789
2013,A,0.0728
2013,B,0.0878
2012,C,0.1422
2011,D,0.1698
2010,D,0.072
2011,HR,0.1246
2013,A,0.0727
2013,B,0.0836
2012,D,0.1487
2012,A,0.0567
2012,C,0.1437
2013,A,0.0727
2013,B,0.0943
2011,D,0.1278
2012,C,0.1103
2013,A,0.0631
2013,B,0.074
2009,A,0.1533
2012,HR,0.1246
2013,B,0.07689
2011,D,0.1414
2012,B,0.0906
2013,E,0.1244
2012,D,0.1494
2013,B,0.08154
2013,B,0.0876
2012,HR,0.1246
2013,B,0.0861
2012,A,0.0517
2013,A,0.0749
2013,A,0.06462
2011,E,0.1537
2013,D,0.1065
2010,E,0.1762
2013,A,0.06968
2012,C,0.111
2012,C,0.1422
2011,D,0.1454
2012,A,0.108
2010,A,0.0608
2011,E,0.1487
2012,C,0.1281
2011,A,0.0671
2009,C,0.1303
2012,C,0.142
2012,HR,0.1246
2012,C,0.111
2011,D,0.1357
2011,A,0.0887
2013,D,0.1025
2012,C,0.1103
2013,D,0.0927
2013,A,0.06153
2013,A,0.06968
2012,D,0.1511
2013,C,0.1124
2013,C,0.1115
2013,A,0.06968
2013,A,0.06388
2011,B,0.1074
2012,HR,0.1221
2013,E,0.10941
2013,D,0.0927
2012,D,0.1458
2012,C,0.111
2011,E,0.1487
2013,B,0.0818
2013,D,0.1186
